POLARITY		CONCEPT
positive		sly_wit
negative		smack
negative		smack_dab
positive		smack_dang
negative		smack_giat_gan
positive		smack_liang_hong
negative		smack_pat
positive		smack_snake
negative		smack_splatter
positive		smack_sugar
negative		smack_swob
negative		smack_tap
negative		smack_twab
negative		smackdown
positive		smalltalk
negative		smarm
negative		smarmy
negative		smart_ass
negative		smartarse
positive		smartfrog
negative		smates
negative		smeeton
negative		smirc
negative		smirch
negative		smite
positive		smith_smith
negative		smith_wesson_revolver
positive		smithery
negative		smithsonite
positive		smitty
negative		smokescreen
positive		smoky
positive		smolniki
positive		smononize
positive		smooch
positive		smorbicular
negative		smother
negative		smudge_gaussian
positive		smudgy
positive		smullyan
negative		smurfing
negative		smut
negative		smutch
negative		smythson
negative		snack_thuong_xuyen
negative		snafu
negative		snag
negative		snailquatic
positive		snake_bui_dia_nguc
positive		snake_pate
positive		snaky
negative		snap
negative		snaptax
negative		snarky
negative		snarl
negative		snarl_bean
negative		snatch
negative		snatch_nan_nhan
negative		snazer
positive		snazzy
negative		sned
positive		sneezewort
positive		sneezy
positive		snell
negative		snfufl
negative		snide
negative		sniffer
negative		snifyl
positive		snigger
positive		snip
positive		snip_germplasm
positive		snip_nang_suat
positive		snip_phanh
positive		snipalp
positive		snipe_can_chien
negative		snippy
negative		snivel
negative		snob
positive		snog
positive		snont_nhanh
positive		snooker
negative		snoop
negative		snoopy
negative		snooty
negative		snoozer
positive		snorkel
negative		snort
negative		snot
positive		snow_clad
negative		snowbank
negative		snowdrift
positive		snowdrop
negative		snowmobiler
positive		snowshoe
positive		snowy_egret
negative		snub
negative		snuck
positive		snuff
positive		snug
positive		snugg
positive		snuka
negative		so
negative		so_chet
positive		so_dang_ky_pennywhistle
positive		so_di_xe
positive		so_diep
positive		so_do
positive		so_do_buc_xa_paisley
positive		so_do_cay_linden
positive		so_do_cay_moc_lan
positive		so_do_cay_sycamore
positive		so_do_cay_thuy_tung
negative		so_do_chung_tu
negative		so_do_giam_gia
positive		so_do_voronoi
negative		so_dong_duc
negative		so_du
positive		so_fax
negative		so_hai
positive		so_hoc
positive		so_huu
negative		so_huu_tren
positive		so_it
positive		so_it_chon_de_cu
negative		so_kep
negative		so_khai
negative		so_khong
negative		so_le
positive		so_lieu_qos
positive		so_luong
negative		so_luong_but
positive		so_luong_danh_so
negative		so_luong_lon
positive		so_luong_lon_lon
positive		so_luong_megascopic
positive		so_luong_mo_hinh
positive		so_luong_so_luong
negative		so_luong_tinh_trung_thap
positive		so_luong_vi_mo
positive		so_mot
positive		so_mu
negative		so_mui
positive		so_nguyen
positive		so_nhan
negative		so_nhich_le_duong
positive		so_sach
negative		so_sai
positive		so_sanh
positive		so_sanh_gio
positive		so_sanh_hon
positive		so_sec
negative		so_suat
positive		so_tan
negative		so_tham_vao
positive		so_thay
negative		so_theo
positive		so_thich
positive		so_thu_no_e
positive		so_thu_taronga
negative		so_tien_co_the_dat_duoc
positive		so_vao
positive		soai_ca
positive		soan_bien_soan
negative		soapstone
negative		sobig_crithe
negative		sobig_sau
negative		sobig_singrirt
negative		sobig_wrestle
negative		sobig_wrigle
negative		sobig_xoan
positive		sobriety
negative		soc
negative		soc_bum
positive		soc_chuot
positive		soc_co_hoi
positive		soc_co_phieu
negative		soc_dien
negative		soc_dope
negative		soc_gage
negative		soc_gi
positive		soc_gia_vo
negative		soc_go_am_ho
positive		soc_hap_thu
negative		soc_insulin
negative		soc_loc
negative		soc_marlin
positive		soc_may_man
negative		soc_puke
negative		soc_stinkpot
negative		soc_thap
positive		soc_tien_mat
negative		soc_toi_oc
negative		soc_vun
negative		sociamropy
negative		socinian
negative		socinians
negative		sociopath
positive		sockeye
positive		socman
negative		socrates
positive		sodalite
positive		sodality
negative		sodden
negative		sodden_dock
negative		sodden_paint
positive		sodden_wipe
negative		sodden_woodland
negative		soderastic_sodomy
negative		sodomy
negative		sodomy_tri_giac
positive		soes_hose
positive		softbot
positive		softbow
positive		softcover
negative		softgarage
positive		softheart
negative		soggy
positive		soi_aramid
negative		soi_bast
negative		soi_cellulo
positive		soi_celluloid
negative		soi_cum_ore
positive		soi_doc
negative		soi_don_doc
positive		soi_dong
positive		soi_dot
positive		soi_imbe
negative		soi_khoang
negative		soi_luu_hoa_khoang
positive		soi_luu_hoa_thuc_vat
negative		soi_nam
positive		soi_ngang
negative		soi_ngang_tai
positive		soi_nuoc_tieu
negative		soi_phloem
negative		soi_quang
positive		soi_staple
negative		soi_than
positive		soi_thao_nguyen
negative		soi_tho
positive		soi_thuc_vat
negative		soi_tong_hop
negative		soi_tu_cung
positive		soi_tu_nhien
positive		sojourn
positive		solace
positive		solar_bat_ngo
negative		solar_bung_no
negative		solar_dien
negative		solar_flair
negative		solar_flare
negative		solar_flash
negative		solar_limb
positive		solar_luc_luong
positive		solar_rage
positive		solar_ramp
negative		solaris_patch
negative		solarize
positive		solenoid
negative		solgel
negative		soliflion
positive		solipsism
negative		solipsistic
positive		solitaire
positive		solms_laubach
positive		solocrosse
negative		som
positive		som_hon
negative		somatize
negative		somatoform
positive		somatosense
negative		somatostatin
negative		somnambul
negative		somnolent
negative		somue
negative		son
positive		son_bat_ke
negative		son_chat
positive		son_dau
positive		son_kho
positive		son_lai
negative		son_mau
positive		son_mau_nuoc
negative		son_miry
negative		son_nguy_trang
positive		son_phun
positive		son_splatter
negative		son_squiffy
negative		son_tacky
negative		son_thach_thao
negative		son_uot
positive		sonata
positive		sonata_co_ba_nguoi
positive		sonata_ternary
positive		sonata_troika
positive		soneshow_freak
positive		song
positive		song_bac
negative		song_chet
positive		song_cuoi_ngua
positive		song_dang_song
positive		song_den
positive		song_doi_thu
positive		song_dong
negative		song_duoi_da
negative		song_hay_chet
negative		song_hoa_binh
positive		song_lai
positive		song_lau
positive		song_lau_hon
positive		song_laze
positive		song_nai_sung_tam
negative		song_ngu
negative		song_nhan_roi
negative		song_nhiet
negative		song_noi_tam
positive		song_o
positive		song_o_trung_tam_thanh_pho
negative		song_o_yen
positive		song_phuong
positive		song_phuong_hai_dang_luong_dang
positive		song_song
positive		song_song_hoa
positive		song_sot
positive		song_tho
positive		song_toc
positive		song_tot
negative		song_trong_bong_toi
positive		song_vao_chu_nhat
positive		songbook
positive		songcraft
positive		songful
positive		sonic
positive		sonic_arm
positive		sonic_artillery
positive		sonic_weapon
positive		sonicare
negative		sonication
positive		sonnet
positive		sonny
negative		sonny_liston
negative		sonny_sonny_liston
negative		sono
negative		sonofabitch
positive		sonograph
positive		sonolite
positive		sonorant
positive		sonority
negative		sonsuie
negative		sonsy
negative		sony_felica
negative		sony_reader
positive		soothayer
positive		sooty
positive		sooty_ace
negative		sooty_splotch
negative		sop
positive		sophosyne
negative		sophy
negative		soppy
positive		sopranino
positive		soprano
positive		sorarsha
negative		sorcim
positive		sordid
positive		sororal
negative		sorority
negative		sot
negative		sot_bi_nhiem_virus
negative		sot_cao
positive		sot_cay_me
negative		sot_chan_thuong_do_virus
positive		sot_den
positive		sot_gan
positive		sot_kho_tieu
negative		sot_lassa
negative		sot_man
positive		sot_mat
positive		sot_me
negative		sot_nhiet
positive		sot_phan_phoi
positive		sot_ram
negative		sot_rot
negative		sot_tan
negative		sot_teriyaki
negative		sot_thuong_han
negative		sot_trai_dat
negative		sot_xuat_huyet
positive		sotpanna
negative		soul_suck
negative		soulfly
negative		soulsword
positive		soundboard
negative		soupcon
negative		soupy
negative		sourpuss
positive		soutar
negative		southwick
positive		sow_au
positive		sow_grizzly
negative		sow_khung_bo
positive		sow_seman
negative		soxhlet
positive		soya_yield
positive		soyface
negative		soyuz_devencent
negative		spacex_dragon_space
negative		spacex_falcon_rocket
positive		spaciotemoral
negative		spacy
positive		spader
negative		spaghetti_squash
negative		spake
positive		spanglish
negative		spaniel
negative		spanner
negative		sparceserver
negative		spark_nuoc_ngam
negative		sparrow
negative		sparrow_hawk
negative		sparrow_quaret
negative		sparrowhawk
positive		spartacist
positive		spartan
negative		spartoi
positive		spatiotemporal
negative		spatter
negative		spay
positive		spay_ego
negative		spay_neuter
positive		spaz
positive		speck_infinitesimal
negative		speckle_gray
negative		spectre
positive		spectrox
negative		speedrun
positive		spellbind
negative		spelunk
negative		spermaceti
positive		spermatid
positive		spermatoon
negative		spermatoon_di_dong
negative		spermatophore
positive		spermatozoan
positive		spermicidal
positive		spermicidal_lap_lanh
positive		spermicide
negative		spew
positive		spew_flea
positive		spew_forth
positive		spew_meow
negative		sphacelate
negative		sphacelu
positive		spheroid
negative		spherulitic
positive		sphincter
positive		sphincteroplasty
positive		sphingidae
negative		sphinx
positive		spic
positive		spic_and_span
positive		spicebush
positive		spicery
positive		spicier
positive		spick_and_span
positive		spiderland
positive		spiderwort
negative		spidey
negative		spiffy
positive		spikelet
positive		spikenard
negative		spina_bifida
positive		spinatron_spin
negative		spindly
positive		spindrift
positive		spinifer
positive		spinlock
positive		spinner
positive		spinnerbait
positive		spinodal
negative		spinster
negative		spirant_liner
positive		spire
negative		spirochete
positive		spirochete_borrelia
negative		spirogyra
negative		spironolactone
negative		spirt
negative		spit_blackguard
negative		spit_la_tai
negative		spit_suon
negative		spittle
positive		spittlebug
negative		spivvy
positive		splash_ngoai_co
negative		splashdown
positive		splat
positive		splatter_pad
negative		splatterfests
negative		splenda
negative		splenomegaly
positive		splick
positive		spliff
positive		spliff_truot
positive		spline
positive		spline_chen
positive		spline_interpocation
positive		splol
negative		spoilsport
positive		spoked_wheel
positive		spokeshave
negative		spoliate
negative		spondee
positive		sponges_dong_vat_nguyen_sinh
negative		spook
negative		spooner
negative		spoonerism
positive		spoonful
negative		sporadic
positive		sporanox
positive		sporophyte
negative		sportaccord
positive		sportsperson
negative		sportsphoto
positive		sportswoman
positive		spotlight_dac_biet
negative		sprague
negative		sprague_dawley
negative		sprawl
positive		spray_spark
positive		spree
positive		sprigger_day
positive		spright
positive		springboard
negative		springstep
positive		springtide
positive		sprinter
negative		spue
positive		spunk
negative		spunky
positive		spur
negative		spurge
positive		spying
positive		squalid
negative		squall
negative		squall_to
negative		squally
negative		squalor
negative		squamata
positive		squamosal
negative		squamulose
negative		squarer
negative		squarish
negative		squawk
negative		squawk_mong
negative		squeal
positive		squeegee
positive		squelch
positive		squelch_pad
negative		squib
negative		squiffy
positive		squiggle
positive		squiggly
negative		squinch
negative		squinch_xanh
positive		squire
negative		squire_can_bo
negative		squirearchy
positive		squirfish
positive		squirm_snake
positive		squirt_ace
positive		squirt_crash
negative		squirt_fuel
negative		squish
positive		squishy
negative		srdjan
positive		sritryrilly
positive		srurier
negative		sruzzy
negative		sry
positive		ssc
positive		stab_ao_choang
positive		stable_barrage
positive		stableboy
negative		stachybotrys_atra
positive		stadholder
positive		staedtler
positive		stag_party
positive		stageloader
positive		stager
negative		stagflation
negative		stakeknife
positive		stalactite
negative		stalin
positive		stallion
positive		stalwart
positive		stamina
positive		stamina_corroral
positive		staminate
negative		stanag
positive		stanch
positive		stanislaw
positive		stannane
positive		staphylococcal_enterotoxin
negative		staphylokinase
positive		staple_essential
positive		staple_ingrain
negative		staple_metal
negative		staple_tot
positive		star_stripe
positive		starade_fort
positive		starade_fortify
negative		starbreak
negative		starbury
negative		stardict
positive		stardock
positive		starfighter
positive		starlet
positive		starley
positive		starlit
negative		starlit_flip
positive		starluck
positive		starsky
positive		starstruck
positive		starwheel
positive		statecraft
negative		statesville
positive		statin
positive		statin_khac
positive		statism
positive		statuette
positive		stawell_gift
negative		steady_state
negative		steamfit
negative		steamish
negative		steamroll
negative		stedfly
negative		steelels_da_flandal
positive		steeplechaser
positive		steinberg_nuendo
positive		stela
positive		stella
positive		stellate
positive		stelluna
positive		stenographic
positive		stenography
positive		stenotaphrum_secundatum
positive		stenotic
positive		stenotype
negative		stentorian
positive		stepper_efferent
positive		stereocuity
negative		stereogum
positive		stereoisomer
positive		stereolab
positive		stereoselect
positive		steric_solk
positive		sterigma
negative		sterling
negative		stern
negative		sternotomy_mesial
negative		sternpost
positive		sternutatorer
negative		steroid
negative		steroid_noi_sinh
negative		steroid_vo_thuong_than
positive		sterol_lipoid
positive		stersman
positive		stetson
positive		stetson_hat
positive		stevecross
negative		stevedore
negative		stevia
negative		stevia_engraft
negative		stevia_imbe
negative		stevia_thanh_lap
negative		stevioside
positive		stewart
positive		stibium
positive		stichometry
positive		stiffkey
positive		stijepo
negative		stilbesterol_mot_so
